ts;raw;calc
2017.06.28 23:16:20:050;28.13;22.07
2017.06.28 23:16:21:112;28.14;22.07
2017.06.28 23:16:22:176;28.14;22.07
2017.06.28 23:16:23:336;28.14;22.07
2017.06.28 23:16:24:444;28.14;22.07
2017.06.28 23:16:25:505;28.14;22.07
2017.06.28 23:16:26:566;28.15;22.08
2017.06.28 23:16:27:627;28.15;22.08
2017.06.28 23:16:28:687;28.15;22.08
2017.06.28 23:16:29:747;28.15;22.08
2017.06.28 23:16:30:817;28.15;22.08
2017.06.28 23:16:31:879;28.15;22.08
2017.06.28 23:16:32:940;28.15;22.08
2017.06.28 23:16:34:019;28.14;22.07
2017.06.28 23:16:35:086;28.14;22.07
2017.06.28 23:16:36:149;28.14;22.07
2017.06.28 23:16:37:211;28.14;22.07
2017.06.28 23:16:38:272;28.14;22.07
2017.06.28 23:16:39:340;28.14;22.07
2017.06.28 23:16:40:401;28.14;22.07
2017.06.28 23:16:41:461;28.14;22.07
2017.06.28 23:16:42:523;28.15;22.08
2017.06.28 23:16:43:585;28.15;22.08
2017.06.28 23:16:44:647;28.15;22.08
2017.06.28 23:16:45:712;28.15;22.08
2017.06.28 23:16:46:774;28.15;22.08
2017.06.28 23:16:47:835;28.15;22.08
2017.06.28 23:16:48:897;28.15;22.08
2017.06.28 23:16:49:962;28.15;22.08
2017.06.28 23:16:51:023;28.16;22.08
2017.06.28 23:16:52:087;28.15;22.08
2017.06.28 23:16:53:147;28.15;22.08
2017.06.28 23:16:54:208;28.15;22.08
2017.06.28 23:16:55:273;28.16;22.08
2017.06.28 23:16:56:338;28.16;22.08
2017.06.28 23:16:57:432;28.16;22.08
2017.06.28 23:16:58:495;28.16;22.08
2017.06.28 23:16:59:555;28.15;22.08
2017.06.28 23:17:00:617;28.15;22.08
2017.06.28 23:17:01:678;28.15;22.08
2017.06.28 23:17:02:739;28.15;22.08
2017.06.28 23:17:03:801;28.15;22.08
2017.06.28 23:17:04:863;28.14;22.07
2017.06.28 23:17:05:924;28.14;22.07
2017.06.28 23:17:06:985;28.14;22.07
2017.06.28 23:17:08:046;28.14;22.07
2017.06.28 23:17:09:108;28.14;22.07
2017.06.28 23:17:10:168;28.14;22.07
2017.06.28 23:17:11:229;28.14;22.07
2017.06.28 23:17:12:289;28.14;22.07
2017.06.28 23:17:13:352;28.14;22.07
2017.06.28 23:17:14:418;28.14;22.07
2017.06.28 23:17:15:480;28.14;22.07
2017.06.28 23:17:16:540;28.14;22.07
2017.06.28 23:17:17:616;28.14;22.07
2017.06.28 23:17:18:677;28.14;22.07
2017.06.28 23:17:19:739;28.14;22.07
2017.06.28 23:17:20:800;28.14;22.07
2017.06.28 23:17:21:866;28.14;22.07
2017.06.28 23:17:22:927;28.13;22.07
2017.06.28 23:17:23:978;28.13;22.07
2017.06.28 23:17:25:035;28.13;22.06
2017.06.28 23:17:26:100;28.13;22.06
2017.06.28 23:17:27:161;28.13;22.06
2017.06.28 23:17:28:225;28.13;22.06
2017.06.28 23:17:29:286;28.13;22.07
2017.06.28 23:17:30:349;28.13;22.07
2017.06.28 23:17:31:410;28.13;22.07
2017.06.28 23:17:32:482;28.13;22.07
2017.06.28 23:17:33:549;28.14;22.07
2017.06.28 23:17:34:600;28.14;22.07
2017.06.28 23:17:35:656;28.14;22.07
2017.06.28 23:17:36:718;28.14;22.07
2017.06.28 23:17:37:782;28.14;22.07
2017.06.28 23:17:38:844;28.14;22.07
2017.06.28 23:17:39:907;28.14;22.07
2017.06.28 23:17:40:967;28.14;22.07
2017.06.28 23:17:42:030;28.14;22.07
2017.06.28 23:17:43:094;28.14;22.07
2017.06.28 23:17:44:159;28.14;22.07
2017.06.28 23:17:45:223;28.14;22.07
2017.06.28 23:17:46:284;28.14;22.07
2017.06.28 23:17:47:348;28.14;22.07
2017.06.28 23:17:48:408;28.14;22.07
2017.06.28 23:17:49:469;28.14;22.07
2017.06.28 23:17:50:536;28.14;22.07
2017.06.28 23:17:51:597;28.14;22.07
2017.06.28 23:17:52:663;28.13;22.07
2017.06.28 23:17:53:724;28.13;22.06
2017.06.28 23:17:54:786;28.13;22.06
2017.06.28 23:17:55:848;28.12;22.06
2017.06.28 23:17:56:909;28.12;22.06
2017.06.28 23:17:57:969;28.12;22.05
2017.06.28 23:17:59:031;28.12;22.05
2017.06.28 23:18:00:092;28.11;22.05
2017.06.28 23:18:01:146;28.11;22.05
2017.06.28 23:18:02:204;28.11;22.05
2017.06.28 23:18:03:263;28.11;22.05
2017.06.28 23:18:04:332;28.1;22.04
2017.06.28 23:18:05:380;28.1;22.04
2017.06.28 23:18:06:436;28.1;22.04
2017.06.28 23:18:07:498;28.1;22.04
2017.06.28 23:18:08:565;28.1;22.04
2017.06.28 23:18:09:628;28.1;22.04
2017.06.28 23:18:10:691;28.1;22.04
2017.06.28 23:18:11:759;28.11;22.05
2017.06.28 23:18:12:821;28.11;22.05
2017.06.28 23:18:13:884;28.11;22.05
2017.06.28 23:18:14:945;28.11;22.05
2017.06.28 23:18:16:007;28.12;22.05
2017.06.28 23:18:17:070;28.12;22.05
2017.06.28 23:18:18:131;28.11;22.05
2017.06.28 23:18:19:194;28.11;22.05
2017.06.28 23:18:20:255;28.12;22.05
2017.06.28 23:18:21:316;28.12;22.05
2017.06.28 23:18:22:378;28.12;22.05
2017.06.28 23:18:23:440;28.12;22.06
2017.06.28 23:18:24:503;28.12;22.06
2017.06.28 23:18:25:573;28.12;22.06
2017.06.28 23:18:26:634;28.12;22.06
2017.06.28 23:18:27:695;28.12;22.05
2017.06.28 23:18:28:758;28.12;22.05
2017.06.28 23:18:29:819;28.12;22.05
2017.06.28 23:18:30:884;28.11;22.05
2017.06.28 23:18:31:946;28.11;22.05
2017.06.28 23:18:33:008;28.1;22.04
2017.06.28 23:18:34:109;28.1;22.04
2017.06.28 23:18:35:185;28.09;22.03
2017.06.28 23:18:36:247;28.08;22.03
2017.06.28 23:18:37:307;28.08;22.02
2017.06.28 23:18:38:370;28.07;22.02
2017.06.28 23:18:39:431;28.07;22.02
2017.06.28 23:18:40:493;28.06;22.01
2017.06.28 23:18:41:556;28.06;22.01
2017.06.28 23:18:42:618;28.05;22
2017.06.28 23:18:43:680;28.05;22
2017.06.28 23:18:44:742;28.05;22
2017.06.28 23:18:45:804;28.05;22
2017.06.28 23:18:46:869;28.05;22
2017.06.28 23:18:47:931;28.05;22
2017.06.28 23:18:48:994;28.05;22.01
2017.06.28 23:18:50:059;28.06;22.01
2017.06.28 23:18:51:119;28.06;22.01
2017.06.28 23:18:52:190;28.06;22.01
2017.06.28 23:18:53:251;28.07;22.02
2017.06.28 23:18:54:313;28.07;22.02
2017.06.28 23:18:55:378;28.07;22.02
2017.06.28 23:18:56:439;28.07;22.02
2017.06.28 23:18:57:499;28.07;22.02
2017.06.28 23:18:58:560;28.08;22.02
2017.06.28 23:18:59:626;28.08;22.02
2017.06.28 23:19:00:687;28.08;22.02
2017.06.28 23:19:01:750;28.07;22.02
2017.06.28 23:19:02:812;28.07;22.02
2017.06.28 23:19:03:875;28.07;22.02
2017.06.28 23:19:04:935;28.07;22.02
2017.06.28 23:19:05:996;28.06;22.01
2017.06.28 23:19:07:057;28.06;22.01
2017.06.28 23:19:08:117;28.06;22.01
2017.06.28 23:19:09:179;28.05;22
2017.06.28 23:19:10:240;28.05;22
2017.06.28 23:19:11:311;28.05;22
2017.06.28 23:19:12:374;28.05;22
2017.06.28 23:19:13:434;28.05;22
2017.06.28 23:19:14:498;28.05;22
2017.06.28 23:19:15:560;28.05;22
2017.06.28 23:19:16:622;28.05;22
2017.06.28 23:19:17:700;28.05;22
2017.06.28 23:19:18:761;28.05;22
2017.06.28 23:19:19:823;28.05;22
2017.06.28 23:19:20:885;28.05;22
2017.06.28 23:19:21:946;28.05;22
2017.06.28 23:19:23:053;28.05;22
2017.06.28 23:19:24:116;28.05;22.01
2017.06.28 23:19:25:183;28.06;22.01
2017.06.28 23:19:26:244;28.06;22.01
2017.06.28 23:19:27:306;28.06;22.01
2017.06.28 23:19:28:428;28.07;22.02
2017.06.28 23:19:29:490;28.07;22.02
2017.06.28 23:19:30:552;28.07;22.02
2017.06.28 23:19:31:616;28.07;22.02
2017.06.28 23:19:32:685;28.08;22.02
2017.06.28 23:19:33:749;28.08;22.03
2017.06.28 23:19:34:807;28.08;22.03
2017.06.28 23:19:35:864;28.09;22.03
2017.06.28 23:19:36:926;28.09;22.03
2017.06.28 23:19:37:987;28.1;22.04
2017.06.28 23:19:39:047;28.1;22.04
2017.06.28 23:19:40:108;28.1;22.04
2017.06.28 23:19:41:214;28.11;22.05
2017.06.28 23:19:42:284;28.11;22.05
2017.06.28 23:19:43:346;28.12;22.05
2017.06.28 23:19:44:406;28.12;22.06
2017.06.28 23:19:45:468;28.12;22.06
2017.06.28 23:19:46:530;28.12;22.06
2017.06.28 23:19:47:597;28.12;22.06
2017.06.28 23:19:48:658;28.12;22.06
2017.06.28 23:19:49:719;28.12;22.06
2017.06.28 23:19:50:779;28.12;22.06
2017.06.28 23:19:51:841;28.12;22.06
2017.06.28 23:19:52:904;28.12;22.06
2017.06.28 23:19:53:965;28.12;22.05
2017.06.28 23:19:55:026;28.12;22.05
2017.06.28 23:19:56:086;28.11;22.05
2017.06.28 23:19:57:149;28.11;22.05
2017.06.28 23:19:58:219;28.11;22.05
2017.06.28 23:19:59:288;28.11;22.05
2017.06.28 23:20:00:351;28.11;22.05
2017.06.28 23:20:01:412;28.11;22.05
2017.06.28 23:20:02:475;28.11;22.05
2017.06.28 23:20:03:537;28.1;22.04
2017.06.28 23:20:04:591;28.1;22.04
2017.06.28 23:20:05:646;28.1;22.04
2017.06.28 23:20:06:710;28.1;22.04
2017.06.28 23:20:07:773;28.11;22.05
2017.06.28 23:20:08:834;28.11;22.05
2017.06.28 23:20:09:896;28.11;22.05
2017.06.28 23:20:10:958;28.11;22.05
2017.06.28 23:20:12:019;28.11;22.05
2017.06.28 23:20:13:080;28.11;22.04
2017.06.28 23:20:14:143;28.11;22.05
2017.06.28 23:20:15:206;28.11;22.05
2017.06.28 23:20:16:267;28.11;22.05
2017.06.28 23:20:17:329;28.11;22.05
2017.06.28 23:20:18:392;28.11;22.05
2017.06.28 23:20:19:460;28.11;22.05
2017.06.28 23:20:20:578;28.11;22.05
2017.06.28 23:20:21:639;28.1;22.04
2017.06.28 23:20:22:789;28.1;22.04
2017.06.28 23:20:23:854;28.1;22.04
2017.06.28 23:20:24:916;28.09;22.04
2017.06.28 23:20:25:981;28.09;22.03
2017.06.28 23:20:27:046;28.09;22.03
2017.06.28 23:20:28:109;28.09;22.03
2017.06.28 23:20:29:171;28.09;22.03
2017.06.28 23:20:30:233;28.09;22.03
2017.06.28 23:20:31:294;28.09;22.03
2017.06.28 23:20:32:354;28.09;22.04
2017.06.28 23:20:33:415;28.09;22.04
2017.06.28 23:20:34:487;28.1;22.04
2017.06.28 23:20:35:570;28.1;22.04
2017.06.28 23:20:36:632;28.1;22.04
2017.06.28 23:20:37:694;28.1;22.04
2017.06.28 23:20:38:764;28.1;22.04
2017.06.28 23:20:39:828;28.1;22.04
2017.06.28 23:20:40:891;28.1;22.04
2017.06.28 23:20:41:954;28.11;22.05
2017.06.28 23:20:43:016;28.11;22.05
2017.06.28 23:20:44:076;28.11;22.05
2017.06.28 23:20:45:142;28.12;22.05
2017.06.28 23:20:46:203;28.12;22.06
2017.06.28 23:20:47:263;28.12;22.06
2017.06.28 23:20:48:326;28.12;22.06
2017.06.28 23:20:49:392;28.12;22.06
2017.06.28 23:20:50:453;28.13;22.06
2017.06.28 23:20:51:514;28.13;22.07
2017.06.28 23:20:52:576;28.14;22.07
2017.06.28 23:20:53:637;28.14;22.07
2017.06.28 23:20:54:709;28.15;22.08
2017.06.28 23:20:55:771;28.15;22.08
2017.06.28 23:20:56:833;28.15;22.08
2017.06.28 23:20:57:893;28.16;22.08
2017.06.28 23:20:58:954;28.16;22.09
2017.06.28 23:21:00:016;28.16;22.09
2017.06.28 23:21:01:124;28.16;22.09
2017.06.28 23:21:02:190;28.16;22.09
2017.06.28 23:21:03:251;28.17;22.09
2017.06.28 23:21:04:325;28.17;22.09
2017.06.28 23:21:05:393;28.17;22.1
2017.06.28 23:21:06:455;28.18;22.1
2017.06.28 23:21:07:516;28.18;22.1
2017.06.28 23:21:08:578;28.18;22.1
2017.06.28 23:21:09:639;28.18;22.1
2017.06.28 23:21:10:699;28.19;22.11
2017.06.28 23:21:11:760;28.19;22.11
2017.06.28 23:21:12:823;28.2;22.11
2017.06.28 23:21:13:886;28.2;22.12
2017.06.28 23:21:14:949;28.21;22.12
2017.06.28 23:21:16:012;28.21;22.12
2017.06.28 23:21:17:075;28.22;22.13
2017.06.28 23:21:18:138;28.22;22.13
2017.06.28 23:21:19:199;28.23;22.14
2017.06.28 23:21:20:261;28.23;22.14
2017.06.28 23:21:21:325;28.24;22.15
2017.06.28 23:21:22:385;28.24;22.15
2017.06.28 23:21:23:469;28.25;22.15
2017.06.28 23:21:24:536;28.25;22.15
2017.06.28 23:21:25:600;28.25;22.15
2017.06.28 23:21:26:662;28.26;22.16
2017.06.28 23:21:27:724;28.26;22.16
2017.06.28 23:21:28:785;28.27;22.17
2017.06.28 23:21:29:855;28.27;22.17
2017.06.28 23:21:30:917;28.27;22.17
2017.06.28 23:21:31:978;28.28;22.17
2017.06.28 23:21:33:042;28.28;22.18
2017.06.28 23:21:34:163;28.29;22.18
2017.06.28 23:21:35:240;28.29;22.18
2017.06.28 23:21:36:300;28.29;22.19
2017.06.28 23:21:37:369;28.3;22.19
2017.06.28 23:21:38:432;28.3;22.19
2017.06.28 23:21:39:494;28.3;22.19
2017.06.28 23:21:40:556;28.31;22.2
2017.06.28 23:21:41:616;28.31;22.2
2017.06.28 23:21:42:680;28.31;22.2
2017.06.28 23:21:43:742;28.31;22.2
2017.06.28 23:21:44:806;28.31;22.2
2017.06.28 23:21:45:869;28.31;22.2
2017.06.28 23:21:46:931;28.32;22.2
2017.06.28 23:21:47:993;28.32;22.2
2017.06.28 23:21:49:055;28.32;22.21
2017.06.28 23:21:50:117;28.33;22.21
2017.06.28 23:21:51:178;28.33;22.21
2017.06.28 23:21:52:263;28.33;22.22
2017.06.28 23:21:53:325;28.34;22.22
2017.06.28 23:21:54:390;28.34;22.23
2017.06.28 23:21:55:452;28.35;22.23
2017.06.28 23:21:56:516;28.36;22.23
2017.06.28 23:21:57:578;28.36;22.24
2017.06.28 23:21:58:643;28.37;22.24
2017.06.28 23:21:59:706;28.37;22.25
2017.06.28 23:22:00:768;28.37;22.25
2017.06.28 23:22:01:833;28.38;22.25
2017.06.28 23:22:02:903;28.38;22.25
2017.06.28 23:22:03:966;28.39;22.26
2017.06.28 23:22:05:026;28.39;22.26
2017.06.28 23:22:06:087;28.4;22.26
2017.06.28 23:22:07:148;28.4;22.27
2017.06.28 23:22:08:209;28.4;22.27
2017.06.28 23:22:09:272;28.4;22.27
2017.06.28 23:22:10:337;28.41;22.27
2017.06.28 23:22:11:399;28.4;22.27
2017.06.28 23:22:12:473;28.4;22.27
2017.06.28 23:22:13:536;28.4;22.27
2017.06.28 23:22:14:597;28.4;22.26
2017.06.28 23:22:15:658;28.4;22.26
2017.06.28 23:22:16:721;28.39;22.26
2017.06.28 23:22:17:784;28.39;22.26
2017.06.28 23:22:18:846;28.39;22.26
2017.06.28 23:22:19:907;28.39;22.26
2017.06.28 23:22:20:973;28.38;22.25
2017.06.28 23:22:22:034;28.38;22.25
2017.06.28 23:22:23:185;28.38;22.25
2017.06.28 23:22:24:248;28.38;22.25
2017.06.28 23:22:25:308;28.38;22.25
2017.06.28 23:22:26:370;28.38;22.26
2017.06.28 23:22:27:430;28.39;22.26
2017.06.28 23:22:28:493;28.39;22.26
2017.06.28 23:22:29:555;28.39;22.26
2017.06.28 23:22:30:618;28.39;22.26
2017.06.28 23:22:31:680;28.39;22.26
2017.06.28 23:22:32:742;28.4;22.26
2017.06.28 23:22:33:805;28.4;22.27
2017.06.28 23:22:34:855;28.4;22.27
2017.06.28 23:22:35:926;28.4;22.27
2017.06.28 23:22:37:011;28.4;22.27
2017.06.28 23:22:38:074;28.4;22.27
2017.06.28 23:22:39:132;28.4;22.26
2017.06.28 23:22:40:197;28.39;22.26
2017.06.28 23:22:41:258;28.39;22.26
2017.06.28 23:22:42:321;28.38;22.25
2017.06.28 23:22:43:386;28.37;22.24
2017.06.28 23:22:44:450;28.36;22.24
2017.06.28 23:22:45:511;28.36;22.24
2017.06.28 23:22:46:573;28.36;22.23
2017.06.28 23:22:47:630;28.35;22.23
2017.06.28 23:22:48:692;28.35;22.23
2017.06.28 23:22:49:754;28.35;22.23
2017.06.28 23:22:50:815;28.35;22.23
2017.06.28 23:22:51:878;28.35;22.23
2017.06.28 23:22:52:939;28.35;22.23
2017.06.28 23:22:54:001;28.35;22.23
2017.06.28 23:22:55:063;28.35;22.23
2017.06.28 23:22:56:126;28.36;22.23
2017.06.28 23:22:57:188;28.36;22.24
2017.06.28 23:22:58:261;28.36;22.24
2017.06.28 23:22:59:373;28.36;22.24
2017.06.28 23:23:00:432;28.36;22.24
2017.06.28 23:23:01:494;28.36;22.24
2017.06.28 23:23:02:555;28.36;22.24
2017.06.28 23:23:03:615;28.36;22.23
2017.06.28 23:23:04:666;28.36;22.23
2017.06.28 23:23:05:722;28.35;22.23
2017.06.28 23:23:06:783;28.35;22.23
2017.06.28 23:23:07:845;28.36;22.23
2017.06.28 23:23:08:907;28.36;22.24
2017.06.28 23:23:09:972;28.36;22.24
2017.06.28 23:23:11:034;28.37;22.24
2017.06.28 23:23:12:097;28.37;22.24
2017.06.28 23:23:13:159;28.37;22.25
2017.06.28 23:23:14:219;28.38;22.25
2017.06.28 23:23:15:282;28.38;22.25
2017.06.28 23:23:16:345;28.38;22.25
2017.06.28 23:23:17:406;28.39;22.26
2017.06.28 23:23:18:469;28.39;22.26
2017.06.28 23:23:19:529;28.39;22.26
2017.06.28 23:23:20:591;28.4;22.26
2017.06.28 23:23:21:653;28.4;22.26
2017.06.28 23:23:22:787;28.4;22.27
2017.06.28 23:23:23:840;28.4;22.27
2017.06.28 23:23:24:899;28.4;22.27
2017.06.28 23:23:25:960;28.41;22.27
2017.06.28 23:23:27:027;28.41;22.27
2017.06.28 23:23:28:088;28.41;22.28
2017.06.28 23:23:29:149;28.41;22.28
2017.06.28 23:23:30:215;28.41;22.28
2017.06.28 23:23:31:277;28.41;22.27
2017.06.28 23:23:32:339;28.41;22.27
2017.06.28 23:23:33:404;28.41;22.27
2017.06.28 23:23:34:480;28.41;22.27
2017.06.28 23:23:35:554;28.41;22.27
2017.06.28 23:23:36:616;28.4;22.27
2017.06.28 23:23:37:677;28.4;22.27
2017.06.28 23:23:38:739;28.4;22.27
2017.06.28 23:23:39:849;28.4;22.27
2017.06.28 23:23:40:911;28.4;22.27
2017.06.28 23:23:41:974;28.4;22.27
2017.06.28 23:23:43:031;28.4;22.27
2017.06.28 23:23:44:110;28.4;22.26
2017.06.28 23:23:45:174;28.39;22.26
2017.06.28 23:23:46:235;28.39;22.26
2017.06.28 23:23:47:297;28.39;22.26
2017.06.28 23:23:48:359;28.39;22.26
2017.06.28 23:23:49:420;28.39;22.26
2017.06.28 23:23:50:495;28.38;22.26
2017.06.28 23:23:51:579;28.38;22.25
2017.06.28 23:23:52:642;28.38;22.25
2017.06.28 23:23:53:704;28.37;22.25
2017.06.28 23:23:54:770;28.37;22.24
2017.06.28 23:23:55:831;28.37;22.24
2017.06.28 23:23:56:892;28.36;22.24
2017.06.28 23:23:57:953;28.35;22.23
2017.06.28 23:23:59:013;28.34;22.22
2017.06.28 23:24:00:080;28.33;22.22
2017.06.28 23:24:01:142;28.32;22.21
2017.06.28 23:24:02:201;28.32;22.2
2017.06.28 23:24:03:265;28.31;22.2
2017.06.28 23:24:04:360;28.31;22.2
2017.06.28 23:24:05:428;28.3;22.19
2017.06.28 23:24:06:490;28.3;22.19
2017.06.28 23:24:07:552;28.29;22.19
2017.06.28 23:24:08:614;28.29;22.18
2017.06.28 23:24:09:675;28.28;22.18
2017.06.28 23:24:10:738;28.28;22.18
2017.06.28 23:24:11:799;28.28;22.18
2017.06.28 23:24:12:911;28.28;22.18
2017.06.28 23:24:13:977;28.28;22.18
2017.06.28 23:24:15:039;28.28;22.18
2017.06.28 23:24:16:205;28.28;22.17
2017.06.28 23:24:17:266;28.28;22.17
2017.06.28 23:24:18:328;28.27;22.17
2017.06.28 23:24:19:389;28.27;22.17
2017.06.28 23:24:20:450;28.27;22.17
2017.06.28 23:24:21:513;28.27;22.17
2017.06.28 23:24:22:647;28.27;22.17
2017.06.28 23:24:23:707;28.27;22.17
2017.06.28 23:24:24:769;28.27;22.17
2017.06.28 23:24:25:833;28.27;22.17
2017.06.28 23:24:26:894;28.27;22.17
2017.06.28 23:24:27:954;28.27;22.17
2017.06.28 23:24:29:017;28.27;22.17
2017.06.28 23:24:30:084;28.27;22.17
2017.06.28 23:24:31:145;28.27;22.17
2017.06.28 23:24:32:205;28.27;22.17
2017.06.28 23:24:33:269;28.28;22.17
2017.06.28 23:24:34:356;28.28;22.17
2017.06.28 23:24:35:432;28.28;22.17
2017.06.28 23:24:36:493;28.28;22.17
2017.06.28 23:24:37:554;28.27;22.17
2017.06.28 23:24:38:617;28.27;22.17
2017.06.28 23:24:39:676;28.27;22.17
2017.06.28 23:24:40:741;28.27;22.17
2017.06.28 23:24:41:802;28.26;22.16
2017.06.28 23:24:42:864;28.25;22.16
2017.06.28 23:24:43:925;28.25;22.15
2017.06.28 23:24:44:985;28.24;22.15
2017.06.28 23:24:46:046;28.24;22.15
2017.06.28 23:24:47:106;28.23;22.14
2017.06.28 23:24:48:167;28.23;22.14
2017.06.28 23:24:49:229;28.23;22.14
2017.06.28 23:24:50:292;28.22;22.13
2017.06.28 23:24:51:353;28.22;22.13
2017.06.28 23:24:52:419;28.22;22.13
2017.06.28 23:24:53:487;28.21;22.13
2017.06.28 23:24:54:577;28.21;22.12
2017.06.28 23:24:55:644;28.2;22.12
2017.06.28 23:24:56:706;28.2;22.12
2017.06.28 23:24:57:769;28.2;22.12
2017.06.28 23:24:58:832;28.2;22.12
2017.06.28 23:24:59:917;28.2;22.11
2017.06.28 23:25:00:979;28.19;22.11
2017.06.28 23:25:02:042;28.19;22.11
2017.06.28 23:25:03:102;28.19;22.11
2017.06.28 23:25:04:165;28.19;22.11
2017.06.28 23:25:05:227;28.19;22.11
2017.06.28 23:25:06:288;28.19;22.11
2017.06.28 23:25:07:352;28.19;22.11
2017.06.28 23:25:08:415;28.19;22.11
2017.06.28 23:25:09:477;28.18;22.1
2017.06.28 23:25:10:537;28.18;22.1
2017.06.28 23:25:11:605;28.18;22.1
2017.06.28 23:25:12:666;28.18;22.1
2017.06.28 23:25:13:727;28.18;22.1
2017.06.28 23:25:14:788;28.18;22.1
2017.06.28 23:25:15:849;28.18;22.1
2017.06.28 23:25:16:913;28.17;22.1
2017.06.28 23:25:18:007;28.17;22.1
2017.06.28 23:25:19:068;28.17;22.1
2017.06.28 23:25:20:129;28.17;22.1
2017.06.28 23:25:21:197;28.17;22.1
2017.06.28 23:25:22:259;28.17;22.1
2017.06.28 23:25:23:333;28.17;22.09
2017.06.28 23:25:24:409;28.17;22.09
2017.06.28 23:25:25:470;28.17;22.09
2017.06.28 23:25:26:534;28.17;22.09
2017.06.28 23:25:27:598;28.17;22.09
2017.06.28 23:25:28:665;28.17;22.1
2017.06.28 23:25:29:727;28.18;22.1
2017.06.28 23:25:30:792;28.18;22.1
2017.06.28 23:25:31:854;28.18;22.1
2017.06.28 23:25:32:929;28.19;22.1
2017.06.28 23:25:33:992;28.19;22.11
2017.06.28 23:25:35:043;28.19;22.11
2017.06.28 23:25:36:101;28.19;22.11
2017.06.28 23:25:37:164;28.2;22.11
2017.06.28 23:25:38:225;28.2;22.12
2017.06.28 23:25:39:291;28.21;22.12
2017.06.28 23:25:40:351;28.21;22.12
2017.06.28 23:25:41:417;28.22;22.13
2017.06.28 23:25:42:479;28.22;22.13
2017.06.28 23:25:43:543;28.23;22.14
2017.06.28 23:25:44:605;28.23;22.14
2017.06.28 23:25:45:672;28.24;22.14
2017.06.28 23:25:46:731;28.24;22.15
2017.06.28 23:25:47:792;28.25;22.15
2017.06.28 23:25:48:853;28.25;22.16
2017.06.28 23:25:49:918;28.26;22.16
2017.06.28 23:25:50:980;28.26;22.16
2017.06.28 23:25:52:043;28.27;22.17
2017.06.28 23:25:53:107;28.27;22.17
2017.06.28 23:25:54:170;28.28;22.18
2017.06.28 23:25:55:299;28.28;22.18
2017.06.28 23:25:56:360;28.28;22.18
2017.06.28 23:25:57:420;28.28;22.18
2017.06.28 23:25:58:482;28.28;22.18
2017.06.28 23:25:59:545;28.29;22.18
2017.06.28 23:26:00:606;28.29;22.18
2017.06.28 23:26:01:667;28.29;22.18
2017.06.28 23:26:02:729;28.29;22.19
2017.06.28 23:26:03:791;28.29;22.19
2017.06.28 23:26:04:845;28.3;22.19
2017.06.28 23:26:05:898;28.3;22.19
2017.06.28 23:26:06:959;28.3;22.19
2017.06.28 23:26:08:113;28.3;22.19
2017.06.28 23:26:09:177;28.3;22.19
2017.06.28 23:26:10:238;28.3;22.19
2017.06.28 23:26:11:300;28.3;22.19
2017.06.28 23:26:12:360;28.31;22.2
2017.06.28 23:26:13:422;28.31;22.2
2017.06.28 23:26:14:483;28.31;22.2
2017.06.28 23:26:15:558;28.31;22.2
2017.06.28 23:26:16:618;28.31;22.2
2017.06.28 23:26:17:678;28.31;22.2
2017.06.28 23:26:18:740;28.31;22.2
2017.06.28 23:26:19:801;28.31;22.2
2017.06.28 23:26:20:862;28.31;22.2
2017.06.28 23:26:21:923;28.31;22.2
2017.06.28 23:26:23:064;28.31;22.2
2017.06.28 23:26:24:115;28.3;22.19
2017.06.28 23:26:25:172;28.3;22.19
2017.06.28 23:26:26:232;28.3;22.19
2017.06.28 23:26:27:291;28.3;22.19
2017.06.28 23:26:28:357;28.3;22.19
2017.06.28 23:26:29:417;28.3;22.19
2017.06.28 23:26:30:477;28.29;22.18
2017.06.28 23:26:31:540;28.29;22.18
2017.06.28 23:26:32:602;28.28;22.18
2017.06.28 23:26:33:664;28.28;22.17
2017.06.28 23:26:34:727;28.27;22.17
2017.06.28 23:26:35:804;28.27;22.17
2017.06.28 23:26:36:867;28.26;22.16
2017.06.28 23:26:37:930;28.26;22.16
2017.06.28 23:26:38:992;28.25;22.16
2017.06.28 23:26:40:052;28.25;22.16
2017.06.28 23:26:41:113;28.25;22.15
2017.06.28 23:26:42:174;28.25;22.15
2017.06.28 23:26:43:238;28.25;22.15
2017.06.28 23:26:44:299;28.25;22.15
2017.06.28 23:26:45:360;28.25;22.15
2017.06.28 23:26:46:424;28.25;22.15
2017.06.28 23:26:47:492;28.25;22.15
2017.06.28 23:26:48:551;28.25;22.15
2017.06.28 23:26:49:635;28.25;22.15
2017.06.28 23:26:50:698;28.25;22.15
2017.06.28 23:26:51:809;28.25;22.15
2017.06.28 23:26:52:869;28.25;22.15
2017.06.28 23:26:53:930;28.24;22.15
2017.06.28 23:26:54:992;28.24;22.15
2017.06.28 23:26:56:053;28.24;22.15
2017.06.28 23:26:57:113;28.24;22.15
2017.06.28 23:26:58:173;28.24;22.15
2017.06.28 23:26:59:235;28.24;22.15
2017.06.28 23:27:00:300;28.24;22.14
2017.06.28 23:27:01:364;28.24;22.14
2017.06.28 23:27:02:425;28.23;22.14
2017.06.28 23:27:03:490;28.23;22.14
2017.06.28 23:27:04:555;28.23;22.14
2017.06.28 23:27:05:622;28.23;22.14
2017.06.28 23:27:06:686;28.23;22.14
2017.06.28 23:27:07:749;28.24;22.14
2017.06.28 23:27:08:808;28.24;22.14
